sarp-5-7-A-1,25.826,Optimal,,ghsarp-5-5-4,40.3685,Optimal,,sfsarp-5-7-5,29.9174,Optimal
sarp-5-7-A-2,25.341,Optimal,,ghsarp-5-5-5,27.8815,Optimal,,sfsarp-5-8-1,29.8975,Optimal
sarp-5-7-B-1,43.861,Optimal,,ghsarp-5-5-6,33.356,Optimal,,sfsarp-5-8-2,29.9338,Optimal
sarp-5-7-B-2,45.442,Optimal,,ghsarp-5-5-7,14.7811,Optimal,,sfsarp-5-8-3,29.9314,Optimal
sarp-5-7-C-1,63.657,Optimal,,ghsarp-5-5-8,35.7434,Optimal,,sfsarp-5-8-4,29.9826,Optimal
sarp-5-7-C-2,64.618,Optimal,,ghsarp-5-5-9,25.0574,Optimal,,sfsarp-5-8-5,29.9393,Optimal
sarp-5-8-A-1,22.788,Optimal,,ghsarp-5-6-0,45.6822,Optimal,,sfsarp-5-9-1,30.2762,Optimal
sarp-5-8-A-2,21.091,Optimal,,ghsarp-5-6-1,23.8458,Optimal,,sfsarp-5-9-2,29.9555,Optimal
sarp-5-8-B-1,46.857,Optimal,,ghsarp-5-6-2,21.0448,Optimal,,sfsarp-5-9-3,29.928,Optimal
sarp-5-8-B-2,37.527,Optimal,,ghsarp-5-6-3,32.4592,Optimal,,sfsarp-5-9-4,29.8901,Optimal
sarp-5-8-C-1,70.823,Optimal,,ghsarp-5-6-4,37.8375,Optimal,,sfsarp-5-9-5,30.0083,Optimal
sarp-5-8-C-2,83.445,Optimal,,ghsarp-5-6-5,35.7531,Optimal,,sfsarp-6-5-1,33.0453,Optimal
sarp-5-9-A-1,22.933,Optimal,,ghsarp-5-6-6,37.0254,Optimal,,sfsarp-6-5-2,33.0292,Optimal
sarp-5-9-A-2,20.182,Optimal,,ghsarp-5-6-7,31.7326,Optimal,,sfsarp-6-5-3,33.1737,Optimal
sarp-5-9-B-1,33.676,Optimal,,ghsarp-5-6-8,38.2344,Optimal,,sfsarp-6-5-4,33.2342,Optimal
sarp-5-9-B-2,33.213,Optimal,,ghsarp-5-6-9,37.415,Optimal,,sfsarp-6-5-5,33.0867,Optimal
sarp-5-9-C-1,86.72,Optimal,,ghsarp-5-7-0,29.2048,Optimal,,sfsarp-6-6-1,35.8628,Optimal
sarp-5-9-C-2,57.479,Optimal,,ghsarp-5-7-1,27.478,Optimal,,sfsarp-6-6-2,35.8535,Optimal
sarp-6-5-A-1,17.432,Optimal,,ghsarp-5-7-2,33.794,Optimal,,sfsarp-6-6-3,35.8533,Optimal
sarp-6-5-A-2,28.942,Optimal,,ghsarp-5-7-3,28.7719,Optimal,,sfsarp-6-6-4,35.9712,Optimal
sarp-6-5-B-1,42.212,Optimal,,ghsarp-5-7-4,25.4003,Optimal,,sfsarp-6-6-5,35.9045,Optimal
sarp-6-5-B-2,38.39,Optimal,,ghsarp-5-7-5,36.252,Optimal,,sfsarp-6-7-1,35.9042,Optimal
sarp-6-5-C-1,95.962,Optimal,,ghsarp-5-7-6,30.6156,Optimal,,sfsarp-6-7-2,35.8546,Optimal
sarp-6-5-C-2,74.973,Optimal,,ghsarp-5-7-7,32.5772,Optimal,,sfsarp-6-7-3,35.9807,Optimal
sarp-6-6-A-1,38.759,Optimal,,ghsarp-5-7-8,37.5062,Optimal,,sfsarp-6-7-4,35.986,Optimal
sarp-6-6-A-2,25.048,Optimal,,ghsarp-5-7-9,34.0099,Optimal,,sfsarp-6-7-5,35.9257,Optimal
sarp-6-6-B-1,63.631,Optimal,,ghsarp-5-8-0,25.6736,Optimal,,sfsarp-6-8-1,36.085,Optimal
sarp-6-6-B-2,35.728,Optimal,,ghsarp-5-8-1,30.2639,Optimal,,sfsarp-6-8-2,35.8894,Optimal
sarp-6-6-C-1,91.503,Optimal,,ghsarp-5-8-2,35.1049,Optimal,,sfsarp-6-8-3,36.0059,Optimal
sarp-6-6-C-2,75.304,Optimal,,ghsarp-5-8-3,37.242,Optimal,,sfsarp-6-8-4,35.7794,Optimal
sarp-6-7-A-1,23.014,Optimal,,ghsarp-5-8-4,39.524,Optimal,,sfsarp-6-8-5,35.8178,Optimal
sarp-6-7-A-2,34.557,Optimal,,ghsarp-5-8-5,29.3932,Optimal,,sfsarp-6-9-1,35.9825,Optimal
sarp-6-7-B-1,41.883,Optimal,,ghsarp-5-8-6,32.4638,Optimal,,sfsarp-6-9-2,35.9237,Optimal
sarp-6-7-B-2,41.644,Optimal,,ghsarp-5-8-7,36.3858,Optimal,,sfsarp-6-9-3,35.7915,Optimal
sarp-6-7-C-1,67.942,Optimal,,ghsarp-5-8-8,32.3015,Optimal,,sfsarp-6-9-4,35.8198,Optimal
sarp-6-7-C-2,77.453,Optimal,,ghsarp-5-8-9,30.0832,Optimal,,sfsarp-6-9-5,35.8334,Optimal
sarp-6-8-A-1,19.122,Optimal,,ghsarp-5-9-0,35.6403,Optimal,,sfsarp-7-5-1,36.3815,Optimal
sarp-6-8-A-2,27.421,Optimal,,ghsarp-5-9-1,32.4721,Optimal,,sfsarp-7-5-2,36.2888,Optimal
sarp-6-8-B-1,38.669,Optimal,,ghsarp-5-9-2,31.0133,Optimal,,sfsarp-7-5-3,36.418,Optimal
sarp-6-8-B-2,42.17,Optimal,,ghsarp-5-9-3,28.4605,Optimal,,sfsarp-7-5-4,36.4466,Optimal
sarp-6-8-C-1,96.699,Optimal,,ghsarp-5-9-4,28.7661,Optimal,,sfsarp-7-5-5,36.2546,Optimal
sarp-6-8-C-2,100.168,Optimal,,ghsarp-5-9-5,35.4679,Optimal,,sfsarp-7-6-1,39.0517,Optimal
sarp-6-9-A-1,22.425,Optimal,,ghsarp-5-9-6,34.925,Optimal,,sfsarp-7-6-2,39.1064,Optimal
sarp-6-9-A-2,31.389,Optimal,,ghsarp-5-9-7,34.355,Optimal,,sfsarp-7-6-3,39.0504,Optimal
sarp-6-9-B-1,35.838,Optimal,,ghsarp-5-9-8,33.0314,Optimal,,sfsarp-7-6-4,39.1434,Optimal
sarp-6-9-B-2,39.526,Optimal,,ghsarp-5-9-9,46.6668,Optimal,,sfsarp-7-6-5,39.105,Optimal
sarp-6-9-C-1,81.778,Optimal,,ghsarp-6-5-0,35.9934,Optimal,,sfsarp-7-7-1,41.914,Optimal
sarp-6-9-C-2,104.951,Optimal,,ghsarp-6-5-1,36.0994,Optimal,,sfsarp-7-7-2,41.8198,Optimal
sarp-7-5-A-1,27.357,Optimal,,ghsarp-6-5-2,28.5797,Optimal,,sfsarp-7-7-3,41.7761,Optimal
sarp-7-5-A-2,27.469,Optimal,,ghsarp-6-5-3,30.9894,Optimal,,sfsarp-7-7-4,41.8319,Optimal
sarp-7-5-B-1,40.594,Optimal,,ghsarp-6-5-4,40.3669,Optimal,,sfsarp-7-7-5,41.7544,Optimal
sarp-7-5-B-2,47.829,Optimal,,ghsarp-6-5-5,40.5522,Optimal,,sfsarp-7-8-1,41.9016,Optimal
sarp-7-5-C-1,88.707,Optimal,,ghsarp-6-5-6,38.3706,Optimal,,sfsarp-7-8-2,41.7958,Optimal
sarp-7-5-C-2,97.098,Optimal,,ghsarp-6-5-7,34.3337,Optimal,,sfsarp-7-8-3,42.0058,Optimal
sarp-7-6-A-1,21.864,Optimal,,ghsarp-6-5-8,36.0062,Optimal,,sfsarp-7-8-4,41.8479,Optimal
sarp-7-6-A-2,34.74,Optimal,,ghsarp-6-5-9,40.8351,Optimal,,sfsarp-7-8-5,41.7562,Optimal
sarp-7-6-B-1,35.232,Optimal,,ghsarp-6-6-0,32.0478,Optimal,,sfsarp-8-5-1,39.5491,Optimal
sarp-7-6-B-2,46.181,Optimal,,ghsarp-6-6-1,29.9944,Optimal,,sfsarp-8-5-2,39.7459,Optimal
sarp-7-6-C-1,113.745,Optimal,,ghsarp-6-6-2,35.6396,Optimal,,sfsarp-8-5-3,39.7043,Optimal
sarp-7-6-C-2,113.241,Optimal,,ghsarp-6-6-3,36.7876,Optimal,,sfsarp-8-5-4,39.62,Optimal
sarp-7-7-A-1,46.734,Optimal,,ghsarp-6-6-4,18.9603,Optimal,,sfsarp-8-5-5,39.5457,Optimal
sarp-7-7-A-2,31.774,Optimal,,ghsarp-6-6-5,45.0702,Optimal,,sfsarp-8-6-1,42.1483,Optimal
sarp-7-7-B-1,47.51,Optimal,,ghsarp-6-6-6,35.7288,Optimal,,sfsarp-8-6-2,42.3332,Optimal
sarp-7-7-B-2,65.572,Optimal,,ghsarp-6-6-7,53.2385,Optimal,,sfsarp-8-6-3,42.3126,Optimal
sarp-7-7-C-1,107.7,Optimal,,ghsarp-6-6-8,34.7989,Optimal,,sfsarp-8-6-4,42.3921,Optimal
sarp-7-7-C-2,100.171,Optimal,,ghsarp-6-6-9,39.5006,Optimal,,sfsarp-8-6-5,42.447,Optimal
sarp-7-8-A-1,33.419,Optimal,,ghsarp-6-7-0,34.2904,Optimal,,sfsarp-8-7-1,45.122,Optimal
sarp-7-8-A-2,27.085,Optimal,,ghsarp-6-7-1,34.9183,Optimal,,sfsarp-8-7-2,45.144,Optimal
sarp-7-8-B-1,52.657,Optimal,,ghsarp-6-7-2,32.7175,Optimal,,sfsarp-8-7-3,45.2807,Optimal
sarp-7-8-B-2,41.271,Optimal,,ghsarp-6-7-3,34.0919,Optimal,,sfsarp-8-7-4,45.111,Optimal
sarp-7-8-C-1,81.264,Optimal,,ghsarp-6-7-4,51.3114,Optimal,,sfsarp-8-7-5,45.056,Optimal
sarp-7-8-C-2,97.147,Optimal,,ghsarp-6-7-5,42.9036,Optimal,,sfsarp-9-5-1,42.855,Optimal
sarp-8-5-A-1,37.87,Optimal,,ghsarp-6-7-6,32.9615,Optimal,,sfsarp-9-5-2,42.8038,Optimal
sarp-8-5-A-2,33.377,Optimal,,ghsarp-6-7-7,44.7029,Optimal,,sfsarp-9-5-3,42.8284,Optimal
sarp-8-5-B-1,53.97,Optimal,,ghsarp-6-7-8,40.6494,Optimal,,sfsarp-9-5-4,42.7837,Optimal
sarp-8-5-B-2,48.273,Optimal,,ghsarp-6-7-9,38.5786,Optimal,,sfsarp-9-5-5,42.9282,Optimal
sarp-8-5-C-1,110.412,Optimal,,ghsarp-6-8-0,35.981,Optimal,,sfsarp-9-6-1,45.81,Optimal
sarp-8-5-C-2,99.336,Optimal,,ghsarp-6-8-1,37.1088,Optimal,,sfsarp-9-6-2,45.6177,Optimal
sarp-8-6-A-1,39.253,Optimal,,ghsarp-6-8-2,34.0317,Optimal,,sfsarp-9-6-3,45.3763,Optimal
sarp-8-6-A-2,33.279,Optimal,,ghsarp-6-8-3,36.6795,Optimal,,sfsarp-9-6-4,45.6596,Optimal
sarp-8-6-B-1,49.725,Optimal,,ghsarp-6-8-4,40.4949,Optimal,,sfsarp-9-6-5,45.5954,Optimal
sarp-8-6-B-2,46.101,Optimal,,ghsarp-6-8-5,42.3068,Optimal,,,,
sarp-8-6-C-1,79.659,Optimal,,ghsarp-6-8-6,46.7863,Optimal,,,,
sarp-8-6-C-2,105.982,Optimal,,ghsarp-6-8-7,39.4159,Optimal,,,,
sarp-8-7-A-1,33.109,Optimal,,ghsarp-6-8-8,41.1098,Optimal,,,,
sarp-8-7-A-2,41.385,Optimal,,ghsarp-6-8-9,52.308,Optimal,,,,
sarp-8-7-B-1,48.583,Optimal,,ghsarp-6-9-0,40.8258,Optimal,,,,
sarp-8-7-B-2,52.424,Optimal,,ghsarp-6-9-1,54.4081,Optimal,,,,
sarp-8-7-C-1,85.453,Optimal,,ghsarp-6-9-2,41.2128,Optimal,,,,
sarp-8-7-C-2,138.632,Optimal,,ghsarp-6-9-3,40.9567,Optimal,,,,
sarp-9-5-A-1,40.801,Optimal,,ghsarp-6-9-4,34.1961,Optimal,,,,
sarp-9-5-A-2,46.886,Optimal,,ghsarp-6-9-5,45.2316,Optimal,,,,
sarp-9-5-B-1,50.706,Optimal,,ghsarp-6-9-6,42.2927,Optimal,,,,
sarp-9-5-B-2,57.52,Optimal,,ghsarp-6-9-7,39.7424,Optimal,,,,
sarp-9-5-C-1,125.511,Optimal,,ghsarp-6-9-8,48.2528,Optimal,,,,
sarp-9-5-C-2,113.648,Optimal,,ghsarp-6-9-9,41.2041,Optimal,,,,
sarp-9-6-A-1,36.458,Optimal,,ghsarp-7-5-0,33.1716,Optimal,,,,
sarp-9-6-A-2,33.887,Optimal,,ghsarp-7-5-1,29.0279,Optimal,,,,
sarp-9-6-B-1,53.728,Optimal,,ghsarp-7-5-2,34.7521,Optimal,,,,
sarp-9-6-B-2,47.502,Optimal,,ghsarp-7-5-3,38.6172,Optimal,,,,
sarp-9-6-C-1,128.765,Optimal,,ghsarp-7-5-4,25.9075,Optimal,,,,
sarp-9-6-C-2,113.319,Optimal,,ghsarp-7-5-5,33.6337,Optimal,,,,
,,,,ghsarp-7-5-6,34.5176,Optimal,,,,
,,,,ghsarp-7-5-7,45.8356,Optimal,,,,
,,,,ghsarp-7-5-8,33.1493,Optimal,,,,
,,,,ghsarp-7-5-9,41.0721,Optimal,,,,
,,,,ghsarp-7-6-0,36.5556,Optimal,,,,
,,,,ghsarp-7-6-1,37.2265,Optimal,,,,
,,,,ghsarp-7-6-2,43.5561,Optimal,,,,
,,,,ghsarp-7-6-3,39.1377,Optimal,,,,
,,,,ghsarp-7-6-4,51.0536,Optimal,,,,
,,,,ghsarp-7-6-5,41.9648,Optimal,,,,
,,,,ghsarp-7-6-6,38.2898,Optimal,,,,
,,,,ghsarp-7-6-7,40.5714,Optimal,,,,
,,,,ghsarp-7-6-8,41.1046,Optimal,,,,
,,,,ghsarp-7-6-9,41.4137,Optimal,,,,
,,,,ghsarp-7-7-0,39.3341,Optimal,,,,
,,,,ghsarp-7-7-1,36.292,Optimal,,,,
,,,,ghsarp-7-7-2,37.9898,Optimal,,,,
,,,,ghsarp-7-7-3,38.0265,Optimal,,,,
,,,,ghsarp-7-7-4,42.0247,Optimal,,,,
,,,,ghsarp-7-7-5,38.1673,Optimal,,,,
,,,,ghsarp-7-7-6,38.6405,Optimal,,,,
,,,,ghsarp-7-7-7,39.6016,Optimal,,,,
,,,,ghsarp-7-7-8,44.0694,Optimal,,,,
,,,,ghsarp-7-7-9,50.1112,Optimal,,,,
,,,,ghsarp-7-8-0,50.819,Optimal,,,,
,,,,ghsarp-7-8-1,52.7266,Optimal,,,,
,,,,ghsarp-7-8-2,42.2256,Optimal,,,,
,,,,ghsarp-7-8-3,42.817,Optimal,,,,
,,,,ghsarp-7-8-4,44.7789,Optimal,,,,
,,,,ghsarp-7-8-5,45.6522,Optimal,,,,
,,,,ghsarp-7-8-6,47.0258,Optimal,,,,
,,,,ghsarp-7-8-7,57.1131,Optimal,,,,
,,,,ghsarp-7-8-8,62.0125,Optimal,,,,
,,,,ghsarp-7-8-9,43.5374,Optimal,,,,
,,,,ghsarp-8-5-0,42.4535,Optimal,,,,
,,,,ghsarp-8-5-1,33.6167,Optimal,,,,
,,,,ghsarp-8-5-2,48.607,Optimal,,,,
,,,,ghsarp-8-5-3,43.8179,Optimal,,,,
,,,,ghsarp-8-5-4,50.0561,Optimal,,,,
,,,,ghsarp-8-5-5,42.6494,Optimal,,,,
,,,,ghsarp-8-5-6,40.0299,Optimal,,,,
,,,,ghsarp-8-5-7,46.754,Optimal,,,,
,,,,ghsarp-8-5-8,42.4025,Optimal,,,,
,,,,ghsarp-8-5-9,33.9568,Optimal,,,,
,,,,ghsarp-8-6-0,40.6646,Optimal,,,,
,,,,ghsarp-8-6-1,39.8613,Optimal,,,,
,,,,ghsarp-8-6-2,32.8434,Optimal,,,,
,,,,ghsarp-8-6-3,39.5951,Optimal,,,,
,,,,ghsarp-8-6-4,46.2781,Optimal,,,,
,,,,ghsarp-8-6-5,60.9488,Optimal,,,,
,,,,ghsarp-8-6-6,42.5584,Optimal,,,,
,,,,ghsarp-8-6-7,41.434,Optimal,,,,
,,,,ghsarp-8-6-8,46.0047,Optimal,,,,
,,,,ghsarp-8-6-9,53.9644,Optimal,,,,
,,,,ghsarp-8-7-0,52.4112,Optimal,,,,
,,,,ghsarp-8-7-1,59.4019,Optimal,,,,
,,,,ghsarp-8-7-2,49.6828,Optimal,,,,
,,,,ghsarp-8-7-3,40.653,Optimal,,,,
,,,,ghsarp-8-7-4,45.1028,Optimal,,,,
,,,,ghsarp-8-7-5,45.4931,Optimal,,,,
,,,,ghsarp-8-7-6,51.2264,Optimal,,,,
,,,,ghsarp-8-7-7,59.3382,Optimal,,,,
,,,,ghsarp-8-7-8,66.4361,Optimal,,,,
,,,,ghsarp-8-7-9,46.8996,Optimal,,,,
,,,,ghsarp-9-5-0,49.1904,Optimal,,,,
,,,,ghsarp-9-5-1,39.5418,Optimal,,,,
,,,,ghsarp-9-5-2,35.868,Optimal,,,,
,,,,ghsarp-9-5-3,41.8329,Optimal,,,,
,,,,ghsarp-9-5-4,46.9025,Optimal,,,,
,,,,ghsarp-9-5-5,51.8374,Optimal,,,,
,,,,ghsarp-9-5-6,46.4862,Optimal,,,,
,,,,ghsarp-9-5-7,41.9345,Optimal,,,,
,,,,ghsarp-9-5-8,40.151,Optimal,,,,
,,,,ghsarp-9-5-9,55.9385,Optimal,,,,
,,,,ghsarp-9-6-0,56.1982,Optimal,,,,
,,,,ghsarp-9-6-1,67.2313,Optimal,,,,
,,,,ghsarp-9-6-2,48.0096,Optimal,,,,
,,,,ghsarp-9-6-3,46.4883,Optimal,,,,
,,,,ghsarp-9-6-4,49.274,Optimal,,,,
,,,,ghsarp-9-6-5,48.1558,Optimal,,,,
,,,,ghsarp-9-6-6,54.3066,Optimal,,,,
,,,,ghsarp-9-6-7,58.4472,Optimal,,,,
,,,,ghsarp-9-6-8,68.974,Optimal,,,,
,,,,ghsarp-9-6-9,45.668,Optimal,,,,
